exp_id,run,log,model,reward,power_k,ll_min,lr,kl,ec,fp,baseline,rm_mode,n_iters,first_step,last_step,n_tom,hm_step0,hm_last3,hm_last5,hm_best,d_hm,hm_late_std,avg_step0,avg_last3,d_avg,gsm8k_step0,gsm8k_last3,d_gsm8k,mmlu_step0,mmlu_last3,d_mmlu,eval_parseable,eval_correct,eval_correct_step0,kl_final,kl_max,resp_len_final,resp_len_min,reward_final
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.05,0.0,5.0,False,frozen,20,0,190,24,0.4174,0.4649,0.4656,0.4735,0.0475,0.0031,0.5032,0.5228,0.0195,0.657,0.642,-0.015,0.467,0.6,0.133,0.449,0.449,0.538,0.108,0.131,106.3,33.8,36.205
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.05,0.001,5.0,False,frozen,19,0,180,24,0.4208,0.4686,0.4685,0.4732,0.0478,0.0012,0.5037,0.5254,0.0217,0.653,0.6447,-0.0083,0.473,0.64,0.167,0.5,0.5,0.5,0.092,0.152,113.4,48.8,36.135
Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.0_pk5,Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.05,0.0,0.0,False,frozen,20,0,190,24,0.4159,0.4624,0.4627,0.4771,0.0466,0.0014,0.5027,0.5246,0.0219,0.66,0.5567,-0.1033,0.47,0.629,0.159,0.551,0.551,0.577,0.148,0.161,106.6,42.0,38.852
Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.05,0.001,0.0,False,frozen,20,0,190,24,0.4187,0.4597,0.4633,0.4736,0.0409,0.0057,0.5033,0.5213,0.0179,0.657,0.5633,-0.0937,0.473,0.609,0.136,0.538,0.538,0.538,0.07,0.15,113.7,44.5,34.627
Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.0_pk5,Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr1e-6_fp5_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.05,0.0,5.0,False,frozen,20,0,190,24,0.4178,0.4679,0.4679,0.4832,0.0501,0.0049,0.5038,0.526,0.0222,0.66,0.561,-0.099,0.48,0.6167,0.1367,0.564,0.564,0.538,0.087,0.154,114.9,44.6,35.77
Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.0_pk5,Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.01,0.0,0.0,False,actor,20,0,190,24,0.4187,0.4402,0.445,0.4659,0.0215,0.0082,0.5038,0.5048,0.001,0.653,0.648,-0.005,0.47,0.6023,0.1323,0.449,0.449,0.577,0.094,0.186,111.6,37.1,35.117
Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.01,0.001,0.0,False,actor,20,0,190,24,0.417,0.4551,0.4573,0.4631,0.0382,0.0026,0.5035,0.5114,0.0078,0.657,0.4987,-0.1583,0.463,0.6123,0.1493,0.474,0.474,0.462,0.258,0.279,116.1,38.8,39.778
Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.0_pk5,Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.01,0.0,5.0,False,actor,20,0,190,24,0.418,0.4571,0.4564,0.4732,0.0391,0.0012,0.504,0.5155,0.0114,0.667,0.6333,-0.0337,0.45,0.5943,0.1443,0.564,0.564,0.346,0.084,0.178,116.0,40.5,33.925
Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.01,0.001,5.0,False,actor,20,0,190,24,0.4173,0.4627,0.4631,0.4706,0.0454,0.0052,0.5031,0.5177,0.0145,0.657,0.5443,-0.1127,0.473,0.5933,0.1203,0.474,0.474,0.462,0.128,0.214,115.2,39.3,39.696
Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.0_pk5,Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.01,0.0,0.0,False,actor,19,0,180,24,0.42,0.4267,0.4298,0.4595,0.0067,0.0051,0.5043,0.4967,-0.0076,0.653,0.4423,-0.2107,0.46,0.5723,0.1123,0.397,0.397,0.5,0.127,0.227,108.2,56.9,34.97
Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.01,0.001,0.0,False,actor,20,0,190,24,0.4173,0.4512,0.4499,0.4641,0.034,0.0078,0.503,0.5035,0.0006,0.657,0.53,-0.127,0.477,0.5853,0.1083,0.5,0.5,0.423,0.193,0.356,122.9,34.1,36.593
Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.01_lr1e-6_fp5_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.01-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.01,0.001,5.0,False,actor,20,0,190,24,0.4156,0.4633,0.4596,0.4655,0.0478,0.0062,0.5035,0.5196,0.0161,0.66,0.57,-0.09,0.477,0.6143,0.1373,0.487,0.487,0.731,0.16,0.234,117.2,40.5,39.679
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.05,0.0,0.0,False,actor,20,0,190,24,0.4162,0.4629,0.4631,0.4751,0.0467,0.0021,0.5033,0.5222,0.0189,0.663,0.631,-0.032,0.477,0.6177,0.1407,0.5,0.5,0.462,0.095,0.171,111.7,38.5,32.988
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.05,0.001,0.0,False,actor,20,0,190,24,0.4154,0.4637,0.4651,0.4743,0.0483,0.0025,0.5022,0.522,0.0197,0.657,0.6247,-0.0323,0.47,0.6143,0.1443,0.526,0.526,0.615,0.1,0.156,115.6,42.0,35.953
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.05,0.0,5.0,False,actor,20,0,190,24,0.4158,0.4687,0.4676,0.4787,0.0529,0.0018,0.5037,0.5239,0.0202,0.66,0.651,-0.009,0.48,0.6413,0.1613,0.474,0.474,0.346,0.093,0.141,107.3,39.6,35.906
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,5e-7,0.05,0.001,5.0,False,actor,20,0,190,24,0.4159,0.465,0.4662,0.475,0.0491,0.0055,0.5027,0.5241,0.0214,0.667,0.658,-0.009,0.467,0.6123,0.1453,0.615,0.615,0.692,0.084,0.148,96.2,43.9,32.8
Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp0_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.05,0.001,0.0,False,actor,19,0,180,24,0.4158,0.4699,0.4716,0.4785,0.0541,0.006,0.5038,0.5273,0.0235,0.657,0.6137,-0.0433,0.463,0.611,0.148,0.474,0.474,0.577,0.063,0.16,107.2,43.4,33.753
Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.0_pk5,Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.0_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.0_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.05,0.0,5.0,False,actor,20,0,190,24,0.415,0.467,0.4678,0.4807,0.052,0.0032,0.5034,0.5241,0.0207,0.66,0.6657,0.0057,0.47,0.6333,0.1633,0.551,0.551,0.615,0.098,0.2,111.3,46.3,37.3
Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.001_pk5,Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.001_pk5-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr1e-6_fp5_ec0.001_pk5-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-6.0-lr1e-6-kl0.05-n16-r1.log,Qwen2.5,power,5.0,6.0,1e-6,0.05,0.001,5.0,False,actor,20,0,190,24,0.4166,0.4693,0.4705,0.4758,0.0526,0.0033,0.5025,0.5239,0.0214,0.66,0.6277,-0.0323,0.477,0.6387,0.1617,0.526,0.526,0.615,0.089,0.164,114.7,40.6,35.807
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr1e-6_fp0_ec0.0_lp,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r4.log,Gemma-2,log_prob,2.0,8.0,1e-6,0.05,0.0,0.0,False,frozen,11,0,50,24,0.093,0.0035,0.0043,0.3071,-0.0895,0.0005,0.3151,0.1458,-0.1693,0.277,0.391,0.114,0.39,0.139,-0.251,0.141,0.141,0.385,0.776,3.888,91.4,7.8,-7.559
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr1e-6_fp0_ec0.001_lp,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr1e-6_fp0_ec0.001_lp-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr1e-6_fp0_ec0.001_lp-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Gemma-2,log_prob,2.0,8.0,1e-6,0.05,0.001,0.0,False,frozen,20,0,190,24,0.093,0.0642,0.072,0.0955,-0.0288,0.023,0.3148,0.3461,0.0312,0.277,0.2957,0.0187,0.39,0.4033,0.0133,0.282,0.282,0.308,0.003,1.082,163.8,125.4,-80.0
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr1e-6_fp0_ec0.0_lp,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr1e-6_fp0_ec0.0_lp-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Gemma-2,log_prob,2.0,8.0,1e-6,0.05,0.0,0.0,False,actor,39,0,190,24,0.093,0.0666,0.0687,0.093,-0.0264,0.0084,0.315,0.325,0.0101,0.277,0.2923,0.0153,0.383,0.4063,0.0233,0.333,0.333,0.231,0.002,2.739,171.4,128.8,-80.0
Phase-stability-Pm1w2gemma2_rma_kl0.05_lr1e-6_fp5_ec0.001_lp,Phase-stability-Pm1w2gemma2_rma_kl0.05_lr1e-6_fp5_ec0.001_lp-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rma_kl0.05_lr1e-6_fp5_ec0.001_lp-dcfg_smoke_mix_gemma-gemma-2-2b-it-actorRM-nobaseline-log_prob-k2.0-llmin-8.0-lr1e-6-kl0.05-n16-r1.log,Gemma-2,log_prob,2.0,8.0,1e-6,0.05,0.001,5.0,False,actor,39,0,190,24,0.0929,0.0903,0.0805,0.0929,-0.0026,0.0184,0.3145,0.3463,0.0317,0.277,0.3,0.023,0.383,0.4003,0.0173,0.436,0.436,0.308,0.002,3.629,172.3,122.9,-85.0
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,6.0,5e-7,0.05,0.0,0.0,False,frozen,20,0,190,24,0.093,0.0532,0.0499,0.093,-0.0398,0.0188,0.3148,0.323,0.0081,0.277,0.28,0.003,0.387,0.3777,-0.0093,0.256,0.256,0.5,0.001,0.273,158.4,119.1,-40.0
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm6,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,6.0,5e-7,0.05,0.0,5.0,False,frozen,39,0,190,24,0.0931,0.0248,0.0267,0.0931,-0.0682,0.0084,0.3151,0.2409,-0.0742,0.277,0.419,0.142,0.39,0.34,-0.05,0.256,0.256,0.269,0.081,2.636,523.8,19.4,10.583
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,6.0,5e-7,0.05,0.001,5.0,False,frozen,20,0,190,24,0.093,0.0184,0.018,0.093,-0.0745,0.0091,0.315,0.2346,-0.0804,0.273,0.3267,0.0537,0.387,0.3243,-0.0627,0.295,0.295,0.192,0.365,1.689,155.9,26.2,12.124
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,4.0,5e-7,0.05,0.0,0.0,False,frozen,39,0,190,24,0.093,0.2256,0.2377,0.2647,0.1326,0.0253,0.3148,0.4189,0.1041,0.277,0.3667,0.0897,0.383,0.4453,0.0623,0.397,0.397,0.269,0.095,2.595,169.3,64.6,-1.246
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260712/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,4.0,5e-7,0.05,0.001,0.0,False,frozen,39,0,190,24,0.0929,0.0674,0.0573,0.1225,-0.0255,0.018,0.3147,0.3597,0.0451,0.277,0.34,0.063,0.383,0.4187,0.0357,0.385,0.385,0.269,0.062,0.142,112.0,81.2,0.006
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k5-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,5.0,4.0,5e-7,0.05,0.0,5.0,False,frozen,20,0,190,24,0.093,0.0898,0.0839,0.1311,-0.0032,0.0273,0.3151,0.3687,0.0536,0.277,0.3343,0.0573,0.387,0.4147,0.0277,0.346,0.346,0.346,0.023,0.107,139.7,69.0,-1.404
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r2.log,Gemma-2,power,5.0,4.0,5e-7,0.05,0.001,5.0,False,frozen,39,0,190,24,0.093,0.1681,0.1538,0.1803,0.0751,0.0246,0.3151,0.4119,0.0968,0.277,0.3333,0.0563,0.39,0.4157,0.0257,0.513,0.513,0.231,0.077,0.114,113.2,84.0,-5.571
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,6.0,5e-7,0.05,0.001,0.0,False,frozen,20,0,190,24,0.093,0.0576,0.0737,0.1171,-0.0354,0.0217,0.3151,0.311,-0.0041,0.277,0.36,0.083,0.387,0.3847,-0.0023,0.346,0.346,0.462,0.249,1.167,186.1,19.3,10.601
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,6.0,5e-7,0.05,0.0,5.0,False,frozen,20,0,190,24,0.093,0.0149,0.0143,0.093,-0.0782,0.0071,0.3154,0.2869,-0.0286,0.277,0.372,0.095,0.387,0.3787,-0.0083,0.269,0.269,0.231,0.219,0.618,226.1,68.3,12.518
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm6,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp5_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,6.0,5e-7,0.05,0.001,5.0,False,frozen,39,0,190,24,0.0853,0.0539,0.0389,0.0853,-0.0314,0.0167,0.3145,0.292,-0.0226,0.277,0.33,0.053,0.383,0.3533,-0.0297,0.308,0.308,0.231,0.193,2.117,142.4,31.5,7.451
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-4-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,4.0,5e-7,0.05,0.0,0.0,False,frozen,39,0,190,24,0.093,0.0684,0.0617,0.093,-0.0246,0.02,0.3147,0.3519,0.0372,0.277,0.3433,0.0663,0.387,0.401,0.014,0.385,0.385,0.308,0.044,0.101,135.9,69.1,-1.219
Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4,Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2gemma2_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4-dcfg_smoke_mix_gemma-gemma-2-2b-it-frozenRM-nobaseline-power-k7-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Gemma-2,power,7.0,4.0,5e-7,0.05,0.001,0.0,False,frozen,20,0,190,24,0.093,0.1482,0.1662,0.2333,0.0552,0.0426,0.315,0.4009,0.0859,0.277,0.36,0.083,0.387,0.4237,0.0367,0.449,0.449,0.308,0.059,0.095,129.1,69.1,0.0
