exp_id,run,log,model,reward,power_k,ll_min,lr,kl,ec,fp,baseline,rm_mode,n_iters,first_step,last_step,n_tom,hm_step0,hm_last3,hm_last5,hm_best,d_hm,hm_late_std,avg_step0,avg_last3,d_avg,gsm8k_step0,gsm8k_last3,d_gsm8k,mmlu_step0,mmlu_last3,d_mmlu,eval_parseable,eval_correct,eval_correct_step0,kl_final,kl_max,resp_len_final,resp_len_min,reward_final
Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4,Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rmf_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,4.0,5e-7,0.05,0.0,5.0,False,frozen,39,0,190,24,0.1605,0.1445,0.1418,0.1808,-0.016,0.0125,0.2719,0.2615,-0.0104,0.487,0.4687,-0.0183,0.243,0.219,-0.024,0.205,0.205,0.231,0.002,0.004,453.1,442.2,-3.789
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,6.0,5e-7,0.05,0.0,0.0,False,actor,20,0,190,24,0.161,0.1517,0.1588,0.1776,-0.0093,0.0079,0.2722,0.2652,-0.0071,0.487,0.49,0.003,0.243,0.24,-0.003,0.295,0.295,0.462,0.002,0.004,468.1,427.4,-0.368
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k5-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,6.0,5e-7,0.05,0.001,0.0,False,actor,20,0,190,24,0.1605,0.1674,0.1697,0.1793,0.0069,0.0038,0.272,0.2699,-0.0021,0.487,0.4713,-0.0157,0.247,0.2767,0.0297,0.256,0.256,0.231,0.003,0.004,460.3,439.1,3.383
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm6,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k5-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,6.0,5e-7,0.05,0.0,5.0,False,actor,39,0,190,24,0.1605,0.1594,0.1564,0.1758,-0.0011,0.006,0.2719,0.2689,-0.0029,0.487,0.483,-0.004,0.247,0.2587,0.0117,0.231,0.231,0.5,0.003,0.005,455.5,432.0,-1.857
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k5-llmin-6.0-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,6.0,5e-7,0.05,0.001,5.0,False,actor,39,0,190,24,0.3422,0.3607,0.3603,0.3686,0.0185,0.0076,0.442,0.4496,0.0076,0.89,0.9077,0.0177,0.587,0.5987,0.0117,0.423,0.423,0.538,0.002,0.004,681.1,592.9,0.41
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k5-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.0,0.0,False,actor,20,0,190,24,0.1607,0.099,0.0992,0.1704,-0.0617,0.0207,0.2722,0.2564,-0.0157,0.483,0.3167,-0.1663,0.243,0.098,-0.145,0.256,0.256,0.269,0.004,0.004,445.8,411.9,-1.25
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.001,0.0,False,actor,20,0,190,24,0.1605,0.0907,0.0978,0.1605,-0.0698,0.0127,0.2719,0.2607,-0.0112,0.487,0.17,-0.317,0.243,0.079,-0.164,0.282,0.282,0.346,0.002,0.005,464.2,426.3,0.0
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.0,5.0,False,actor,39,0,190,24,0.3342,0.3681,0.362,0.376,0.0339,0.0182,0.4347,0.4603,0.0256,0.853,0.871,0.018,0.543,0.58,0.037,0.423,0.423,0.385,0.002,0.003,649.1,566.6,0.0
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.001_pk5_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k5-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,5.0,4.0,5e-7,0.05,0.001,5.0,False,actor,39,0,190,24,0.1605,0.1523,0.1494,0.186,-0.0082,0.0083,0.272,0.2677,-0.0043,0.487,0.4847,-0.0023,0.243,0.2133,-0.0297,0.192,0.192,0.269,0.002,0.006,453.0,433.3,-2.559
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,6.0,5e-7,0.05,0.0,0.0,False,actor,20,0,190,24,0.1565,0.1471,0.1538,0.1771,-0.0094,0.0096,0.2718,0.2629,-0.009,0.483,0.4943,0.0113,0.243,0.26,0.017,0.244,0.244,0.385,0.003,0.004,453.5,433.8,0.604
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,6.0,5e-7,0.05,0.001,0.0,False,actor,39,0,190,24,0.1607,0.1655,0.1633,0.1784,0.0048,0.014,0.272,0.2764,0.0044,0.487,0.5077,0.0207,0.243,0.2687,0.0257,0.346,0.346,0.346,0.003,0.004,458.9,430.3,3.405
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma,logs/20260713/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm6-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,6.0,5e-7,0.05,0.0,5.0,False,actor,20,0,190,24,0.1607,0.153,0.1525,0.1941,-0.0077,0.005,0.272,0.2639,-0.0082,0.487,0.4757,-0.0113,0.243,0.2467,0.0037,0.231,0.231,0.462,0.003,0.004,458.3,432.4,0.188
Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4,Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma,logs/20260714/Phase-stability-Pm1w2qwen3_rma_kl0.05_lr5e-7_fp5_ec0.0_pk7_llm4-dcfg_smoke_mix_gemma-Qwen3-1.7B-actorRM-nobaseline-power-k7-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen3,power,7.0,4.0,5e-7,0.05,0.0,5.0,False,actor,20,0,190,24,0.1604,0.1175,0.1119,0.1631,-0.0429,0.0076,0.2719,0.2588,-0.0131,0.487,0.4367,-0.0503,0.243,0.1447,-0.0983,0.295,0.295,0.269,0.003,0.004,467.9,436.6,-1.338
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k5-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,4.0,5e-7,0.05,0.001,0.0,False,frozen,20,0,190,24,0.418,0.4319,0.4333,0.4618,0.0139,0.0034,0.5039,0.4957,-0.0081,0.66,0.5167,-0.1433,0.48,0.6177,0.1377,0.526,0.526,0.5,0.276,0.357,121.2,41.2,17.701
Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4,Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rma_kl0.05_lr5e-7_fp0_ec0.001_pk5_llm4-dcfg_smoke_mix-Qwen2.5-3B-Instruct-actorRM-nobaseline-power-k5-llmin-4.0-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,5.0,4.0,5e-7,0.05,0.001,0.0,False,actor,20,0,190,24,0.4189,0.4417,0.4413,0.4602,0.0228,0.0021,0.5041,0.5023,-0.0019,0.66,0.571,-0.089,0.463,0.592,0.129,0.603,0.603,0.538,0.268,0.575,103.2,43.8,24.834
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm6-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k7-llmin-6-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,7.0,6.0,5e-7,0.05,0.001,0.0,False,frozen,14,0,380,24,0.4149,0.4696,0.4695,0.4781,0.0547,0.0016,0.5033,0.5269,0.0236,0.657,0.6613,0.0043,0.49,0.6313,0.1413,0.513,0.513,0.423,0.084,2.894,110.8,50.2,35.811
Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4,Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4-dcfg_smoke_mix,logs/20260712/Phase-stability-Pm1swp_rmf_kl0.05_lr5e-7_fp0_ec0.001_pk7_llm4-dcfg_smoke_mix-Qwen2.5-3B-Instruct-frozenRM-nobaseline-power-k7-llmin-4-lr5e-7-kl0.05-n16-r1.log,Qwen2.5,power,7.0,4.0,5e-7,0.05,0.001,0.0,False,frozen,20,0,190,24,0.4199,0.4423,0.4436,0.4664,0.0224,0.0031,0.5041,0.5026,-0.0014,0.663,0.508,-0.155,0.493,0.5957,0.1027,0.513,0.513,0.423,0.186,0.298,114.3,34.2,22.884
